id,layer,category,trigger,condition,if_action,else_action,severity,how_to_use,when_to_use,why_to_use,source_doc
AS-2289,kernel,decide,operator reports: brain required but down at startup,epistemic check passed,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2290,kernel,decide,runtime detects: brain required but down at startup,AION_BRAIN_REQUIRED true and brain down,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2291,kernel,decide,chat turn includes: brain required but down at startup,AION_BRAIN_ENABLED false,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2292,kernel,decide,skill path hits: brain required but down at startup,client sent system role,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2293,kernel,decide,after bootstrap: brain required but down at startup,message empty,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2294,kernel,decide,in production: brain required but down at startup,operator override flag absent,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2295,kernel,decide,during local dev: brain required but down at startup,operator override flag present but disallowed,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2296,kernel,decide,on digitalocean deploy: brain required but down at startup,decision score below threshold,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2297,kernel,decide,when brain enabled: brain required but down at startup,decision score high with evidence,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2298,kernel,decide,brain optional and down mid-chat,SSE already opened defer-gate model,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2299,kernel,decide,agent observes: brain optional and down mid-chat,history length within CONTINUITY bound,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2300,kernel,decide,operator reports: brain optional and down mid-chat,tool_requested and not evidence_available and tool_failed,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2301,kernel,decide,runtime detects: brain optional and down mid-chat,tool_requested and evidence_available,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2302,kernel,decide,chat turn includes: brain optional and down mid-chat,not tool_requested,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2303,kernel,decide,skill path hits: brain optional and down mid-chat,epistemic check failed,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2304,kernel,decide,after bootstrap: brain optional and down mid-chat,epistemic check passed,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2305,kernel,decide,in production: brain optional and down mid-chat,AION_BRAIN_REQUIRED true and brain down,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2306,kernel,decide,during local dev: brain optional and down mid-chat,AION_BRAIN_ENABLED false,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2307,kernel,decide,on digitalocean deploy: brain optional and down mid-chat,client sent system role,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2308,kernel,decide,when brain enabled: brain optional and down mid-chat,message empty,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2309,kernel,decide,finish_reason defer_tool_failure,operator override flag absent,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2310,kernel,decide,agent observes: finish_reason defer_tool_failure,operator override flag present but disallowed,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2311,kernel,decide,operator reports: finish_reason defer_tool_failure,decision score below threshold,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2312,kernel,decide,runtime detects: finish_reason defer_tool_failure,decision score high with evidence,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2313,kernel,decide,chat turn includes: finish_reason defer_tool_failure,SSE already opened defer-gate model,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2314,kernel,decide,skill path hits: finish_reason defer_tool_failure,history length within CONTINUITY bound,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2315,kernel,decide,after bootstrap: finish_reason defer_tool_failure,tool_requested and not evidence_available and tool_failed,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2316,kernel,decide,in production: finish_reason defer_tool_failure,tool_requested and evidence_available,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2317,kernel,decide,during local dev: finish_reason defer_tool_failure,not tool_requested,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2318,kernel,decide,on digitalocean deploy: finish_reason defer_tool_failure,epistemic check failed,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2319,kernel,decide,when brain enabled: finish_reason defer_tool_failure,epistemic check passed,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2320,kernel,decide,finish_reason defer_tool_failure_with_policy,AION_BRAIN_REQUIRED true and brain down,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2321,kernel,decide,agent observes: finish_reason defer_tool_failure_with_policy,AION_BRAIN_ENABLED false,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2322,kernel,decide,operator reports: finish_reason defer_tool_failure_with_policy,client sent system role,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2323,kernel,decide,runtime detects: finish_reason defer_tool_failure_with_policy,message empty,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2324,kernel,decide,chat turn includes: finish_reason defer_tool_failure_with_policy,operator override flag absent,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2325,kernel,decide,skill path hits: finish_reason defer_tool_failure_with_policy,operator override flag present but disallowed,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2326,kernel,decide,after bootstrap: finish_reason defer_tool_failure_with_policy,decision score below threshold,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2327,kernel,decide,in production: finish_reason defer_tool_failure_with_policy,decision score high with evidence,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2328,kernel,decide,during local dev: finish_reason defer_tool_failure_with_policy,SSE already opened defer-gate model,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2329,kernel,decide,on digitalocean deploy: finish_reason defer_tool_failure_with_policy,history length within CONTINUITY bound,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2330,kernel,decide,when brain enabled: finish_reason defer_tool_failure_with_policy,tool_requested and not evidence_available and tool_failed,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2331,kernel,decide,tool requested and tool_errors non-empty [case 40],tool_requested and evidence_available,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2332,kernel,decide,agent observes: tool requested and tool_errors non-empty [case 41],not tool_requested,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2333,kernel,decide,operator reports: tool requested and tool_errors non-empty [case 42],epistemic check failed,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2334,kernel,decide,runtime detects: tool requested and tool_errors non-empty [case 43],epistemic check passed,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2335,kernel,decide,chat turn includes: tool requested and tool_errors non-empty [case 44],AION_BRAIN_REQUIRED true and brain down,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2336,kernel,decide,skill path hits: tool requested and tool_errors non-empty [case 45],AION_BRAIN_ENABLED false,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2337,kernel,decide,after bootstrap: tool requested and tool_errors non-empty [case 46],client sent system role,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2338,kernel,decide,in production: tool requested and tool_errors non-empty [case 47],message empty,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2339,kernel,decide,during local dev: tool requested and tool_errors non-empty [case 48],operator override flag absent,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2340,kernel,decide,on digitalocean deploy: tool requested and tool_errors non-empty [case 49],operator override flag present but disallowed,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2341,kernel,decide,when brain enabled: tool requested and tool_errors non-empty [case 50],decision score below threshold,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2342,kernel,decide,tool requested and evidence available [case 51],decision score high with evidence,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2343,kernel,decide,agent observes: tool requested and evidence available [case 52],SSE already opened defer-gate model,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2344,kernel,decide,operator reports: tool requested and evidence available [case 53],history length within CONTINUITY bound,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2345,kernel,decide,runtime detects: tool requested and evidence available [case 54],tool_requested and not evidence_available and tool_failed,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2346,kernel,decide,chat turn includes: tool requested and evidence available [case 55],tool_requested and evidence_available,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2347,kernel,decide,skill path hits: tool requested and evidence available [case 56],not tool_requested,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2348,kernel,decide,after bootstrap: tool requested and evidence available [case 57],epistemic check failed,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2349,kernel,decide,in production: tool requested and evidence available [case 58],epistemic check passed,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2350,kernel,decide,during local dev: tool requested and evidence available [case 59],AION_BRAIN_REQUIRED true and brain down,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2351,kernel,decide,on digitalocean deploy: tool requested and evidence available [case 60],AION_BRAIN_ENABLED false,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2352,kernel,decide,when brain enabled: tool requested and evidence available [case 61],client sent system role,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2353,kernel,decide,no tool requested pure chat [case 62],message empty,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2354,kernel,decide,agent observes: no tool requested pure chat [case 63],operator override flag absent,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2355,kernel,decide,operator reports: no tool requested pure chat [case 64],operator override flag present but disallowed,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2356,kernel,decide,runtime detects: no tool requested pure chat [case 65],decision score below threshold,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
