id,scenario_num,domain,task_type,system,title,objective,context_name,context_detail,principal_risks,edge_cases,required_validation,completion_standard,layer,collection,chunk_id
CT-4792,4792,Collaboration and SaaS,Build test coverage,a cross-tenant analytics subsystem,Collaboration and SaaS — Build test coverage: a cross-tenant analytics subsystem,"Create a layered automated test strategy for a cross-tenant analytics subsystem, including failure and recovery paths.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",tenant leakage; notification storms; orphaned memberships; permission drift.,deleted users; domain ownership changes; large organizations.,notification deduplication tests; concurrency tests; tenant-isolation tests; permission matrix tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,6bcdcdaaabb8f7487c2bef6e
CT-4793,4793,Collaboration and SaaS,Optimize performance and cost,a cross-tenant analytics subsystem,Collaboration and SaaS — Optimize performance and cost: a cross-tenant analytics subsystem,"Improve the latency, throughput, resource use, and operating cost of a cross-tenant analytics subsystem.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",notification storms; orphaned memberships; permission drift; data residency violations.,simultaneous edits; deleted users; domain ownership changes.,tenant-isolation tests; permission matrix tests; migration tests; notification deduplication tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,962ce34df1f7358c4c669a51
CT-4794,4794,Collaboration and SaaS,Optimize performance and cost,a cross-tenant analytics subsystem,Collaboration and SaaS — Optimize performance and cost: a cross-tenant analytics subsystem,"Improve the latency, throughput, resource use, and operating cost of a cross-tenant analytics subsystem.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",orphaned memberships; permission drift; data residency violations; conflicting edits.,simultaneous edits; deleted users; domain ownership changes.,permission matrix tests; migration tests; notification deduplication tests; concurrency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,6358439dabc40ec15a461455
CT-4795,4795,Collaboration and SaaS,Optimize performance and cost,a cross-tenant analytics subsystem,Collaboration and SaaS — Optimize performance and cost: a cross-tenant analytics subsystem,"Improve the latency, throughput, resource use, and operating cost of a cross-tenant analytics subsystem.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",permission drift; data residency violations; conflicting edits; tenant leakage.,deleted users; domain ownership changes; large organizations.,permission matrix tests; migration tests; notification deduplication tests; concurrency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,73be530ab685c4de9734f0e8
CT-4796,4796,Collaboration and SaaS,Optimize performance and cost,a cross-tenant analytics subsystem,Collaboration and SaaS — Optimize performance and cost: a cross-tenant analytics subsystem,"Improve the latency, throughput, resource use, and operating cost of a cross-tenant analytics subsystem.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",data residency violations; conflicting edits; tenant leakage; notification storms.,deleted users; domain ownership changes; large organizations.,permission matrix tests; migration tests; notification deduplication tests; concurrency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,ace328db62475c77f1ebf5cd
CT-4797,4797,Collaboration and SaaS,Engineer resilience,a cross-tenant analytics subsystem,Collaboration and SaaS — Engineer resilience: a cross-tenant analytics subsystem,"Make a cross-tenant analytics subsystem tolerate partial failures, retries, restarts, and dependency degradation.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",conflicting edits; tenant leakage; notification storms; orphaned memberships.,simultaneous edits; deleted users; domain ownership changes.,concurrency tests; tenant-isolation tests; permission matrix tests; migration tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,d9b0b01841f2ec54df1c8811
CT-4798,4798,Collaboration and SaaS,Engineer resilience,a cross-tenant analytics subsystem,Collaboration and SaaS — Engineer resilience: a cross-tenant analytics subsystem,"Make a cross-tenant analytics subsystem tolerate partial failures, retries, restarts, and dependency degradation.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",tenant leakage; notification storms; orphaned memberships; permission drift.,simultaneous edits; deleted users; domain ownership changes.,concurrency tests; tenant-isolation tests; permission matrix tests; migration tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,397729b14affc7c5171c4b6b
CT-4799,4799,Collaboration and SaaS,Engineer resilience,a cross-tenant analytics subsystem,Collaboration and SaaS — Engineer resilience: a cross-tenant analytics subsystem,"Make a cross-tenant analytics subsystem tolerate partial failures, retries, restarts, and dependency degradation.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",notification storms; orphaned memberships; permission drift; data residency violations.,deleted users; domain ownership changes; large organizations.,concurrency tests; tenant-isolation tests; permission matrix tests; migration tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,d661336d53bc05662e6c4eba
CT-4800,4800,Collaboration and SaaS,Engineer resilience,a cross-tenant analytics subsystem,Collaboration and SaaS — Engineer resilience: a cross-tenant analytics subsystem,"Make a cross-tenant analytics subsystem tolerate partial failures, retries, restarts, and dependency degradation.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",orphaned memberships; permission drift; data residency violations; conflicting edits.,deleted users; domain ownership changes; large organizations.,tenant-isolation tests; permission matrix tests; migration tests; notification deduplication tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,51642a16f75a1efbd5aa6b29
CT-4801,4801,Legacy Modernization,Design and implement,a monolithic billing module,Legacy Modernization — Design and implement: a monolithic billing module,Create a production-ready implementation of a monolithic billing module.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",unknown dependencies; behavioral regressions; data incompatibility; hidden business rules.,undocumented input; dual-write divergence; legacy encoding.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,36353499a9a483bbe3da5e2b
CT-4802,4802,Legacy Modernization,Design and implement,a monolithic billing module,Legacy Modernization — Design and implement: a monolithic billing module,Create a production-ready implementation of a monolithic billing module.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",behavioral regressions; data incompatibility; hidden business rules; rollback failure.,undocumented input; dual-write divergence; legacy encoding.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,69b84638e12acd1c6e11b0f1
CT-4803,4803,Legacy Modernization,Design and implement,a monolithic billing module,Legacy Modernization — Design and implement: a monolithic billing module,Create a production-ready implementation of a monolithic billing module.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",data incompatibility; hidden business rules; rollback failure; operational knowledge loss.,dual-write divergence; legacy encoding; partial cutover.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,756b3dcae4e3fd10b8490734
CT-4804,4804,Legacy Modernization,Design and implement,a monolithic billing module,Legacy Modernization — Design and implement: a monolithic billing module,Create a production-ready implementation of a monolithic billing module.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",hidden business rules; rollback failure; operational knowledge loss; unknown dependencies.,dual-write divergence; legacy encoding; partial cutover.,parallel-run comparison; data reconciliation; cutover rehearsal; rollback verification.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,7685e16e644efa9b35828b0d
CT-4805,4805,Legacy Modernization,Diagnose and repair,a monolithic billing module,Legacy Modernization — Diagnose and repair: a monolithic billing module,"Investigate a failing a monolithic billing module, identify the root cause, and implement a verified fix.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",rollback failure; operational knowledge loss; unknown dependencies; behavioral regressions.,undocumented input; dual-write divergence; legacy encoding.,cutover rehearsal; rollback verification; characterization tests; parallel-run comparison.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,59590b77fb4a2264cb4f7bd9
CT-4806,4806,Legacy Modernization,Diagnose and repair,a monolithic billing module,Legacy Modernization — Diagnose and repair: a monolithic billing module,"Investigate a failing a monolithic billing module, identify the root cause, and implement a verified fix.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",operational knowledge loss; unknown dependencies; behavioral regressions; data incompatibility.,undocumented input; dual-write divergence; legacy encoding.,cutover rehearsal; rollback verification; characterization tests; parallel-run comparison.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,d260bfccdb4649b6a4c8d178
CT-4807,4807,Legacy Modernization,Diagnose and repair,a monolithic billing module,Legacy Modernization — Diagnose and repair: a monolithic billing module,"Investigate a failing a monolithic billing module, identify the root cause, and implement a verified fix.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",unknown dependencies; behavioral regressions; data incompatibility; hidden business rules.,dual-write divergence; legacy encoding; partial cutover.,rollback verification; characterization tests; parallel-run comparison; data reconciliation.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,cac1ab7d414f491bb95e3773
CT-4808,4808,Legacy Modernization,Diagnose and repair,a monolithic billing module,Legacy Modernization — Diagnose and repair: a monolithic billing module,"Investigate a failing a monolithic billing module, identify the root cause, and implement a verified fix.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",behavioral regressions; data incompatibility; hidden business rules; rollback failure.,dual-write divergence; legacy encoding; partial cutover.,rollback verification; characterization tests; parallel-run comparison; data reconciliation.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,84470efdc629c5563fd1d719
CT-4809,4809,Legacy Modernization,Refactor safely,a monolithic billing module,Legacy Modernization — Refactor safely: a monolithic billing module,Refactor a monolithic billing module to improve maintainability without changing externally observable behavior.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",data incompatibility; hidden business rules; rollback failure; operational knowledge loss.,undocumented input; dual-write divergence; legacy encoding.,parallel-run comparison; data reconciliation; cutover rehearsal; rollback verification.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,81685e30733158831a329fda
CT-4810,4810,Legacy Modernization,Refactor safely,a monolithic billing module,Legacy Modernization — Refactor safely: a monolithic billing module,Refactor a monolithic billing module to improve maintainability without changing externally observable behavior.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",hidden business rules; rollback failure; operational knowledge loss; unknown dependencies.,undocumented input; dual-write divergence; legacy encoding.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,cdff4614e21c47fa37611030
CT-4811,4811,Legacy Modernization,Refactor safely,a monolithic billing module,Legacy Modernization — Refactor safely: a monolithic billing module,Refactor a monolithic billing module to improve maintainability without changing externally observable behavior.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",rollback failure; operational knowledge loss; unknown dependencies; behavioral regressions.,dual-write divergence; legacy encoding; partial cutover.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,2e9232b4d5b4c2b26a8430ba
CT-4812,4812,Legacy Modernization,Refactor safely,a monolithic billing module,Legacy Modernization — Refactor safely: a monolithic billing module,Refactor a monolithic billing module to improve maintainability without changing externally observable behavior.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",operational knowledge loss; unknown dependencies; behavioral regressions; data incompatibility.,dual-write divergence; legacy encoding; partial cutover.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,587a4ecfea12091642b9ea8d
CT-4813,4813,Legacy Modernization,Scale under load,a monolithic billing module,Legacy Modernization — Scale under load: a monolithic billing module,Redesign a monolithic billing module so it remains correct and responsive under significantly higher load.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",unknown dependencies; behavioral regressions; data incompatibility; hidden business rules.,undocumented input; dual-write divergence; legacy encoding.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,649759be5163cc744e7232a4
CT-4814,4814,Legacy Modernization,Scale under load,a monolithic billing module,Legacy Modernization — Scale under load: a monolithic billing module,Redesign a monolithic billing module so it remains correct and responsive under significantly higher load.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",behavioral regressions; data incompatibility; hidden business rules; rollback failure.,undocumented input; dual-write divergence; legacy encoding.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,dee758f2657189cc47eff99b
CT-4815,4815,Legacy Modernization,Scale under load,a monolithic billing module,Legacy Modernization — Scale under load: a monolithic billing module,Redesign a monolithic billing module so it remains correct and responsive under significantly higher load.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",data incompatibility; hidden business rules; rollback failure; operational knowledge loss.,dual-write divergence; legacy encoding; partial cutover.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,7307a6181cf0bb6782ccf8c7
CT-4816,4816,Legacy Modernization,Scale under load,a monolithic billing module,Legacy Modernization — Scale under load: a monolithic billing module,Redesign a monolithic billing module so it remains correct and responsive under significantly higher load.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",hidden business rules; rollback failure; operational knowledge loss; unknown dependencies.,dual-write divergence; legacy encoding; partial cutover.,parallel-run comparison; data reconciliation; cutover rehearsal; rollback verification.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,b58009b9e78e5763f1779210
CT-4817,4817,Legacy Modernization,Harden security,a monolithic billing module,Legacy Modernization — Harden security: a monolithic billing module,Threat-model and secure a monolithic billing module against realistic abuse and attack paths.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",rollback failure; operational knowledge loss; unknown dependencies; behavioral regressions.,undocumented input; dual-write divergence; legacy encoding.,cutover rehearsal; rollback verification; characterization tests; parallel-run comparison.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,932729b9ce842dff1570f9e5
CT-4818,4818,Legacy Modernization,Harden security,a monolithic billing module,Legacy Modernization — Harden security: a monolithic billing module,Threat-model and secure a monolithic billing module against realistic abuse and attack paths.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",operational knowledge loss; unknown dependencies; behavioral regressions; data incompatibility.,undocumented input; dual-write divergence; legacy encoding.,cutover rehearsal; rollback verification; characterization tests; parallel-run comparison.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,d00995bb916878aea275ebb6
CT-4819,4819,Legacy Modernization,Harden security,a monolithic billing module,Legacy Modernization — Harden security: a monolithic billing module,Threat-model and secure a monolithic billing module against realistic abuse and attack paths.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",unknown dependencies; behavioral regressions; data incompatibility; hidden business rules.,dual-write divergence; legacy encoding; partial cutover.,rollback verification; characterization tests; parallel-run comparison; data reconciliation.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,689cdf5d306e21f0c3029ecd
CT-4820,4820,Legacy Modernization,Harden security,a monolithic billing module,Legacy Modernization — Harden security: a monolithic billing module,Threat-model and secure a monolithic billing module against realistic abuse and attack paths.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",behavioral regressions; data incompatibility; hidden business rules; rollback failure.,dual-write divergence; legacy encoding; partial cutover.,rollback verification; characterization tests; parallel-run comparison; data reconciliation.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,495fbd848d7783d7674b9972
CT-4821,4821,Legacy Modernization,Migrate with continuity,a monolithic billing module,Legacy Modernization — Migrate with continuity: a monolithic billing module,Migrate a monolithic billing module to a new architecture or platform without unacceptable downtime or data loss.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",data incompatibility; hidden business rules; rollback failure; operational knowledge loss.,undocumented input; dual-write divergence; legacy encoding.,parallel-run comparison; data reconciliation; cutover rehearsal; rollback verification.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,620f08dbc46ad3fc1460d7bb
CT-4822,4822,Legacy Modernization,Migrate with continuity,a monolithic billing module,Legacy Modernization — Migrate with continuity: a monolithic billing module,Migrate a monolithic billing module to a new architecture or platform without unacceptable downtime or data loss.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",hidden business rules; rollback failure; operational knowledge loss; unknown dependencies.,undocumented input; dual-write divergence; legacy encoding.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,4fcfba6ff310ef38de8f4bfb
CT-4823,4823,Legacy Modernization,Migrate with continuity,a monolithic billing module,Legacy Modernization — Migrate with continuity: a monolithic billing module,Migrate a monolithic billing module to a new architecture or platform without unacceptable downtime or data loss.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",rollback failure; operational knowledge loss; unknown dependencies; behavioral regressions.,dual-write divergence; legacy encoding; partial cutover.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,085258473bc8407d20f8cccd
CT-4824,4824,Legacy Modernization,Migrate with continuity,a monolithic billing module,Legacy Modernization — Migrate with continuity: a monolithic billing module,Migrate a monolithic billing module to a new architecture or platform without unacceptable downtime or data loss.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",operational knowledge loss; unknown dependencies; behavioral regressions; data incompatibility.,dual-write divergence; legacy encoding; partial cutover.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,11a98a1993b8bbd3a5a1fa1a
CT-4825,4825,Legacy Modernization,Add observability,a monolithic billing module,Legacy Modernization — Add observability: a monolithic billing module,"Instrument a monolithic billing module so operators can detect, diagnose, and explain failures quickly.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",unknown dependencies; behavioral regressions; data incompatibility; hidden business rules.,undocumented input; dual-write divergence; legacy encoding.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,f933275e119e5d35e0ea9f93
CT-4826,4826,Legacy Modernization,Add observability,a monolithic billing module,Legacy Modernization — Add observability: a monolithic billing module,"Instrument a monolithic billing module so operators can detect, diagnose, and explain failures quickly.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",behavioral regressions; data incompatibility; hidden business rules; rollback failure.,undocumented input; dual-write divergence; legacy encoding.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,4037885db87d462d089764ad
CT-4827,4827,Legacy Modernization,Add observability,a monolithic billing module,Legacy Modernization — Add observability: a monolithic billing module,"Instrument a monolithic billing module so operators can detect, diagnose, and explain failures quickly.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",data incompatibility; hidden business rules; rollback failure; operational knowledge loss.,dual-write divergence; legacy encoding; partial cutover.,characterization tests; parallel-run comparison; data reconciliation; cutover rehearsal.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,fbdf6b776569f9b581b0b776
CT-4828,4828,Legacy Modernization,Add observability,a monolithic billing module,Legacy Modernization — Add observability: a monolithic billing module,"Instrument a monolithic billing module so operators can detect, diagnose, and explain failures quickly.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",hidden business rules; rollback failure; operational knowledge loss; unknown dependencies.,dual-write divergence; legacy encoding; partial cutover.,parallel-run comparison; data reconciliation; cutover rehearsal; rollback verification.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,09ddf0bc92f4b60f46efaa34
CT-4829,4829,Legacy Modernization,Build test coverage,a monolithic billing module,Legacy Modernization — Build test coverage: a monolithic billing module,"Create a layered automated test strategy for a monolithic billing module, including failure and recovery paths.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",rollback failure; operational knowledge loss; unknown dependencies; behavioral regressions.,undocumented input; dual-write divergence; legacy encoding.,cutover rehearsal; rollback verification; characterization tests; parallel-run comparison.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,f6d3aec5716b62d6551c6a8e
CT-4830,4830,Legacy Modernization,Build test coverage,a monolithic billing module,Legacy Modernization — Build test coverage: a monolithic billing module,"Create a layered automated test strategy for a monolithic billing module, including failure and recovery paths.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",operational knowledge loss; unknown dependencies; behavioral regressions; data incompatibility.,undocumented input; dual-write divergence; legacy encoding.,cutover rehearsal; rollback verification; characterization tests; parallel-run comparison.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,5df7a0e2fc2e6cb20d41cbbf
CT-4831,4831,Legacy Modernization,Build test coverage,a monolithic billing module,Legacy Modernization — Build test coverage: a monolithic billing module,"Create a layered automated test strategy for a monolithic billing module, including failure and recovery paths.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",unknown dependencies; behavioral regressions; data incompatibility; hidden business rules.,dual-write divergence; legacy encoding; partial cutover.,rollback verification; characterization tests; parallel-run comparison; data reconciliation.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,395ce00048a2c7c6a84637ba
CT-4832,4832,Legacy Modernization,Build test coverage,a monolithic billing module,Legacy Modernization — Build test coverage: a monolithic billing module,"Create a layered automated test strategy for a monolithic billing module, including failure and recovery paths.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",behavioral regressions; data incompatibility; hidden business rules; rollback failure.,dual-write divergence; legacy encoding; partial cutover.,rollback verification; characterization tests; parallel-run comparison; data reconciliation.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,4a714a9cc16be5e12fe1f647
CT-4833,4833,Legacy Modernization,Optimize performance and cost,a monolithic billing module,Legacy Modernization — Optimize performance and cost: a monolithic billing module,"Improve the latency, throughput, resource use, and operating cost of a monolithic billing module.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",data incompatibility; hidden business rules; rollback failure; operational knowledge loss.,undocumented input; dual-write divergence; legacy encoding.,parallel-run comparison; data reconciliation; cutover rehearsal; rollback verification.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,e1428e2c44f29f4c4ba8eeaa
CT-4834,4834,Legacy Modernization,Optimize performance and cost,a monolithic billing module,Legacy Modernization — Optimize performance and cost: a monolithic billing module,"Improve the latency, throughput, resource use, and operating cost of a monolithic billing module.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",hidden business rules; rollback failure; operational knowledge loss; unknown dependencies.,undocumented input; dual-write divergence; legacy encoding.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,c8f0e617504d82d453333377
CT-4835,4835,Legacy Modernization,Optimize performance and cost,a monolithic billing module,Legacy Modernization — Optimize performance and cost: a monolithic billing module,"Improve the latency, throughput, resource use, and operating cost of a monolithic billing module.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",rollback failure; operational knowledge loss; unknown dependencies; behavioral regressions.,dual-write divergence; legacy encoding; partial cutover.,data reconciliation; cutover rehearsal; rollback verification; characterization tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,9f56687416c45257fbd310f5
